DR. ANDREJ CAPUDER:,37,"['1990-05-07-DruzPolZb-s001-01', '1990-05-08-DruzPolZb-s001-02', '1990-05-09-VsiZbor-s001-01', '1990-06-13-DruzPolZb-s002-01', '1990-07-18-DruzPolZb-s004-01', '1990-07-19-DruzPolZb-s004-02', '1990-10-04-DruzPolZb-s005-02', '1990-10-12-DruzPolZb-s006-01', '1990-12-05-DruzPolZb-s009-01', '1990-12-11-DruzPolZb-s009-03', '1991-01-22-DruzPolZb-s010-05', '1991-01-30-DruzPolZb-s011-04', '1991-03-27-DruzPolZb-s016-01', '1991-03-28-DruzPolZb-s016-02', '1991-07-31-DruzPolZb-s023-01', '1991-09-11-DruzPolZb-s020-04', '1991-09-11-DruzPolZb-s025-01', '1991-09-12-ZbObc-s025-02', '1991-09-18-DruzPolZb-s025-03', '1991-09-19-DruzPolZb-s025-04', '1991-09-25-DruzPolZb-s025-05', '1991-10-03-DruzPolZb-s025-08', '1991-10-07-DruzPolZb-s026-01', '1991-10-09-DruzPolZb-s025-09', '1991-10-10-DruzPolZb-s025-10', '1991-12-10-ZbObc-s028-03', '1991-12-17-DruzPolZb-s030-01', '1991-12-17-ZbObc-s030-01', '1992-01-14-DruzPolZb-s030-06', '1992-01-15-ZbZdruDel-s036-06', '1992-03-18-DruzPolZb-s034-03', '1992-03-25-DruzPolZb-s034-04', '1992-03-25-DruzPolZb-s035-02', '1992-03-25-ZbObc-s034-03', '1992-03-27-DruzPolZb-s035-03', '1992-07-29-DruzPolZb-s043-01', '1992-09-09-VsiZbor-d014-02']"
PREDSEDUJOČI DR. FRANCE BUČAR:,68,"['1990-05-07-DruzPolZb-s001-01', '1990-05-08-DruzPolZb-s001-02', '1990-05-08-VsiZbor-d001-01', '1990-05-09-VsiZbor-s001-01', '1990-05-16-VsiZbor-s002-01', '1990-06-13-VsiZbor-s003-01', '1990-07-02-VsiZbor-s004-01', '1990-07-18-DruzPolZb-s004-01', '1990-07-19-VsiZbor-s005-01', '1990-07-30-DruzPolZb-s004-03', '1990-07-30-VsiZbor-s006-01', '1990-09-27-DruzPolZb-s005-01', '1990-09-28-VsiZbor-s007-01', '1990-10-04-VsiZbor-s008-01', '1990-10-12-VsiZbor-z004-01', '1990-10-25-VsiZbor-s009-01', '1990-11-20-VsiZbor-d003-02', '1990-11-21-VsiZbor-s010-01', '1990-11-27-VsiZbor-s010-02', '1990-12-06-VsiZbor-s011-01', '1990-12-20-VsiZbor-s012-01', '1990-12-26-VsiZbor-sl001-01', '1991-01-11-VsiZbor-s013-01', '1991-01-23-DruzPolZb-s011-01', '1991-01-23-VsiZbor-s014-01', '1991-02-20-DruzPolZb-s012-01', '1991-02-20-VsiZbor-s015-01', '1991-03-06-VsiZbor-s016-01', '1991-03-07-VsiZbor-s016-02', '1991-03-14-DruzPolZb-s014-01', '1991-03-14-ZbObc-s014-01', '1991-03-14-ZbZdruDel-s016-01', '1991-03-28-VsiZbor-s017-01', '1991-03-29-DruzPolZb-s016-03', '1991-04-24-VsiZbor-s017-02', '1991-04-24-VsiZbor-s018-01', '1991-05-08-VsiZbor-s017-03', '1991-05-30-VsiZbor-s019-01', '1991-06-05-DruzPolZb-s019-07', '1991-06-19-VsiZbor-d008-01', '1991-06-19-VsiZbor-s020-01', '1991-06-24-VsiZbor-s021-01', '1991-06-25-VsiZbor-s021-02', '1991-07-10-VsiZbor-s023-01', '1991-07-29-VsiZbor-s022-01', '1991-07-30-VsiZbor-s022-02', '1991-07-31-VsiZbor-s024-01', '1991-10-02-VsiZbor-s026-01', '1991-10-09-DruzPolZb-s025-09', '1991-11-20-VsiZbor-s027-01', '1991-12-23-DruzPolZb-s031-01', '1991-12-23-VsiZbor-s028-01', '1991-12-23-VsiZbor-z022-01', '1992-01-15-VsiZbor-s029-01', '1992-02-12-VsiZbor-s030-01', '1992-02-19-VsiZbor-s031-01', '1992-04-08-VsiZbor-s032-01', '1992-04-22-VsiZbor-s033-01', '1992-05-13-VsiZbor-s034-01', '1992-05-14-VsiZbor-s034-02', '1992-05-27-VsiZbor-sl002-01', '1992-06-10-VsiZbor-s035-01', '1992-07-01-VsiZbor-s035-02', '1992-09-09-VsiZbor-s036-01', '1992-09-23-VsiZbor-s036-03', '1992-10-07-DruzPolZb-s047-01', '1992-10-14-DruzPolZb-s047-03', '1992-11-04-ZbObc-s049-03']"
DR. RAJKO PIRNAT:,57,"['1990-05-07-DruzPolZb-s001-01', '1990-05-08-DruzPolZb-s001-02', '1990-05-08-VsiZbor-d001-01', '1990-05-09-VsiZbor-s001-01', '1990-06-13-DruzPolZb-s002-01', '1990-06-14-DruzPolZb-s002-02', '1990-07-02-DruzPolZb-s003-01', '1990-07-02-VsiZbor-s004-01', '1990-07-14-VsiZbor-z001-02', '1990-07-18-DruzPolZb-s004-01', '1990-07-19-DruzPolZb-s004-02', '1990-07-19-VsiZbor-s005-01', '1990-07-31-DruzPolZb-s004-04', '1990-07-31-VsiZbor-z003-02', '1990-09-27-DruzPolZb-s005-01', '1990-10-04-DruzPolZb-s005-02', '1990-10-25-VsiZbor-s009-01', '1990-10-30-DruzPolZb-s007-02', '1990-11-08-DruzPolZb-s007-03', '1990-11-20-VsiZbor-d003-02', '1990-11-21-VsiZbor-s010-01', '1990-12-11-DruzPolZb-s009-03', '1991-01-22-DruzPolZb-s010-05', '1991-02-20-VsiZbor-s015-01', '1991-03-06-VsiZbor-s016-01', '1991-03-07-DruzPolZb-s013-03', '1991-03-19-DruzPolZb-s015-01', '1991-03-19-VsiZbor-z010-01', '1991-04-24-VsiZbor-s018-01', '1991-05-15-DruzPolZb-s019-02', '1991-05-15-ZbZdruDel-s021-02', '1991-06-03-DruzPolZb-s019-06', '1991-06-05-DruzPolZb-s019-07', '1991-06-12-DruzPolZb-s020-01', '1991-06-19-DruzPolZb-s021-01', '1991-06-25-DruzPolZb-s021-03', '1991-07-17-VsiZbor-s020-02', '1991-08-28-DruzPolZb-s024-01', '1991-08-28-VsiZbor-z017-01', '1991-09-18-DruzPolZb-s025-03', '1991-09-19-DruzPolZb-s025-04', '1991-10-09-DruzPolZb-s025-09', '1992-01-22-DruzPolZb-s030-08', '1992-02-19-VsiZbor-s031-01', '1992-03-18-DruzPolZb-s033-03', '1992-04-08-DruzPolZb-s036-01', '1992-04-08-VsiZbor-s032-01', '1992-04-22-VsiZbor-s033-01', '1992-06-10-DruzPolZb-s039-01', '1992-06-11-DruzPolZb-s039-02', '1992-07-29-DruzPolZb-s043-01', '1992-09-09-VsiZbor-d014-02', '1992-09-10-VsiZbor-d014-03', '1992-09-23-DruzPolZb-s046-01', '1992-09-24-DruzPolZb-s046-02', '1992-10-14-DruzPolZb-s047-03', '1992-11-26-DruzPolZb-s050-05']"
TINA BITENC-PENGOV:,4,"['1990-05-07-DruzPolZb-s001-01', '1990-05-08-DruzPolZb-s001-02', '1990-05-08-VsiZbor-d001-01', '1990-06-14-DruzPolZb-s002-02']"
ANTON TOMAŽIČ:,121,"['1990-05-07-DruzPolZb-s001-01', '1990-05-09-VsiZbor-s001-01', '1990-06-14-DruzPolZb-s002-02', '1990-07-02-DruzPolZb-s003-01', '1990-07-02-VsiZbor-s004-01', '1990-07-18-DruzPolZb-s004-01', '1990-07-30-DruzPolZb-s004-03', '1990-07-31-DruzPolZb-s004-04', '1990-09-27-DruzPolZb-s005-01', '1990-09-27-ZbZdruDel-s005-01', '1990-09-28-VsiZbor-s007-01', '1990-10-04-DruzPolZb-s005-02', '1990-10-12-DruzPolZb-s006-01', '1990-10-25-DruzPolZb-s007-01', '1990-10-25-VsiZbor-s009-01', '1990-10-30-DruzPolZb-s007-02', '1990-11-08-DruzPolZb-s007-03', '1990-11-08-VsiZbor-d003-01', '1990-11-27-DruzPolZb-s008-03', '1990-12-06-DruzPolZb-s009-02', '1990-12-06-VsiZbor-s011-01', '1990-12-11-DruzPolZb-s009-03', '1990-12-19-DruzPolZb-s009-04', '1990-12-19-DruzPolZb-s010-01', '1990-12-20-DruzPolZb-s010-02', '1990-12-26-DruzPolZb-s010-03', '1990-12-27-DruzPolZb-s010-04', '1991-01-23-DruzPolZb-s011-01', '1991-01-24-DruzPolZb-s011-02', '1991-01-24-VsiZbor-z008-01', '1991-01-29-DruzPolZb-s011-03', '1991-01-30-DruzPolZb-s011-04', '1991-02-20-DruzPolZb-s012-01', '1991-03-07-DruzPolZb-s013-03', '1991-03-14-DruzPolZb-s014-01', '1991-03-27-DruzPolZb-s016-01', '1991-03-28-DruzPolZb-s016-02', '1991-03-29-DruzPolZb-s016-03', '1991-04-24-DruzPolZb-s018-01', '1991-04-24-VsiZbor-s018-01', '1991-05-09-DruzPolZb-s019-01', '1991-05-15-DruzPolZb-s019-02', '1991-05-21-DruzPolZb-s019-03', '1991-05-22-DruzPolZb-s019-04', '1991-06-03-DruzPolZb-s019-06', '1991-07-17-DruzPolZb-s022-01', '1991-07-18-DruzPolZb-s021-04', '1991-07-29-VsiZbor-s022-01', '1991-07-30-VsiZbor-s022-02', '1991-07-31-DruzPolZb-s023-01', '1991-08-28-DruzPolZb-s024-01', '1991-08-28-VsiZbor-s025-01', '1991-09-11-DruzPolZb-s020-04', '1991-09-11-DruzPolZb-s025-01', '1991-09-11-VsiZbor-z018-01', '1991-09-12-DruzPolZb-s025-02', '1991-09-18-DruzPolZb-s025-03', '1991-09-19-DruzPolZb-s025-04', '1991-09-25-DruzPolZb-s025-05', '1991-10-02-VsiZbor-s026-01', '1991-10-03-DruzPolZb-s025-08', '1991-10-07-DruzPolZb-s026-01', '1991-10-09-DruzPolZb-s025-09', '1991-10-23-DruzPolZb-s027-01', '1991-10-24-DruzPolZb-s025-11', '1991-10-30-DruzPolZb-s027-03', '1991-11-20-DruzPolZb-s028-01', '1991-11-20-VsiZbor-s027-01', '1991-12-10-DruzPolZb-s028-03', '1991-12-17-DruzPolZb-s030-01', '1991-12-19-DruzPolZb-s030-03', '1991-12-23-DruzPolZb-s031-01', '1992-01-14-DruzPolZb-s030-06', '1992-01-15-DruzPolZb-s032-01', '1992-01-16-DruzPolZb-s030-07', '1992-01-16-DruzPolZb-s032-02', '1992-01-22-DruzPolZb-s030-08', '1992-01-22-DruzPolZb-s032-03', '1992-02-12-DruzPolZb-s030-09', '1992-02-12-DruzPolZb-s032-04', '1992-02-19-VsiZbor-s031-01', '1992-03-04-DruzPolZb-s033-01', '1992-03-05-DruzPolZb-s033-02', '1992-03-05-VsiZbor-d011-04', '1992-03-19-DruzPolZb-s035-01', '1992-03-25-DruzPolZb-s034-04', '1992-03-27-DruzPolZb-s034-05', '1992-03-30-DruzPolZb-s034-06', '1992-04-08-VsiZbor-s032-01', '1992-04-22-DruzPolZb-s036-03', '1992-04-22-VsiZbor-s033-01', '1992-05-13-DruzPolZb-s038-01', '1992-05-14-VsiZbor-s034-02', '1992-05-27-DruzPolZb-s036-05', '1992-05-27-DruzPolZb-s037-04', '1992-05-27-VsiZbor-sl002-01', '1992-06-10-DruzPolZb-s039-01', '1992-06-10-VsiZbor-s035-01', '1992-06-11-DruzPolZb-s039-02', '1992-06-17-DruzPolZb-s038-04', '1992-06-17-DruzPolZb-s039-03', '1992-07-01-DruzPolZb-s040-01', '1992-07-02-DruzPolZb-s040-02', '1992-07-08-ZbObc-s039-04', '1992-07-16-DruzPolZb-s041-01', '1992-07-22-DruzPolZb-s042-01', '1992-07-29-DruzPolZb-s043-01', '1992-07-30-DruzPolZb-s042-04', '1992-09-09-VsiZbor-d014-02', '1992-09-10-VsiZbor-d014-03', '1992-09-16-DruzPolZb-s043-03', '1992-09-16-DruzPolZb-s044-03', '1992-09-23-DruzPolZb-s046-01', '1992-09-24-DruzPolZb-s046-02', '1992-10-07-DruzPolZb-s047-01', '1992-10-07-VsiZbor-d015-01', '1992-10-08-DruzPolZb-s047-02', '1992-10-14-DruzPolZb-s047-03', '1992-10-21-DruzPolZb-s048-01', '1992-11-11-DruzPolZb-s049-05', '1992-11-25-DruzPolZb-s050-04']"
JOŽEF ŠKOLČ:,111,"['1990-05-07-DruzPolZb-s001-01', '1990-05-08-VsiZbor-d001-01', '1990-05-09-VsiZbor-s001-01', '1990-05-16-VsiZbor-s002-01', '1990-06-13-DruzPolZb-s002-01', '1990-06-14-DruzPolZb-s002-02', '1990-07-02-DruzPolZb-s003-01', '1990-07-18-DruzPolZb-s004-01', '1990-07-19-DruzPolZb-s004-02', '1990-07-19-VsiZbor-s005-01', '1990-07-30-DruzPolZb-s004-03', '1990-07-31-DruzPolZb-s004-04', '1990-09-27-DruzPolZb-s005-01', '1990-09-28-VsiZbor-s007-01', '1990-10-12-DruzPolZb-s006-01', '1990-10-25-DruzPolZb-s007-01', '1990-10-30-DruzPolZb-s007-02', '1990-11-08-DruzPolZb-s007-03', '1990-11-08-VsiZbor-d003-01', '1990-11-20-VsiZbor-d003-02', '1990-11-21-VsiZbor-s010-01', '1990-11-27-DruzPolZb-s008-03', '1990-12-05-DruzPolZb-s009-01', '1991-01-22-DruzPolZb-s010-05', '1991-01-23-DruzPolZb-s011-01', '1991-01-24-DruzPolZb-s011-02', '1991-01-24-VsiZbor-z008-01', '1991-01-29-DruzPolZb-s011-03', '1991-01-30-VsiZbor-z008-02', '1991-02-20-DruzPolZb-s012-01', '1991-02-20-VsiZbor-s015-01', '1991-03-05-DruzPolZb-s013-01', '1991-03-06-VsiZbor-s016-01', '1991-03-14-DruzPolZb-s014-01', '1991-03-19-DruzPolZb-s015-01', '1991-03-27-DruzPolZb-s016-01', '1991-03-28-DruzPolZb-s016-02', '1991-03-28-VsiZbor-s017-01', '1991-03-29-DruzPolZb-s016-03', '1991-04-17-DruzPolZb-s017-01', '1991-04-18-DruzPolZb-s017-02', '1991-04-24-DruzPolZb-s018-01', '1991-04-24-VsiZbor-s018-01', '1991-05-08-VsiZbor-s017-03', '1991-05-09-DruzPolZb-s019-01', '1991-05-14-DruzPolZb-s018-03', '1991-05-15-DruzPolZb-s019-02', '1991-05-30-DruzPolZb-s019-05', '1991-06-03-DruzPolZb-s019-06', '1991-06-12-DruzPolZb-s020-01', '1991-06-19-DruzPolZb-s021-01', '1991-06-19-VsiZbor-d008-01', '1991-06-24-VsiZbor-s021-01', '1991-06-25-DruzPolZb-s021-03', '1991-06-25-VsiZbor-s021-02', '1991-07-10-VsiZbor-s023-01', '1991-07-29-VsiZbor-s022-01', '1991-07-30-VsiZbor-s022-02', '1991-07-31-VsiZbor-s024-01', '1991-08-28-VsiZbor-s025-01', '1991-09-10-DruzPolZb-s020-03', '1991-09-11-DruzPolZb-s020-04', '1991-09-11-DruzPolZb-s025-01', '1991-09-12-DruzPolZb-s025-02', '1991-09-18-DruzPolZb-s025-03', '1991-10-02-VsiZbor-s026-01', '1991-10-07-DruzPolZb-s026-01', '1991-10-09-DruzPolZb-s025-09', '1991-10-10-DruzPolZb-s025-10', '1991-10-23-DruzPolZb-s027-01', '1991-10-24-DruzPolZb-s025-11', '1991-10-24-DruzPolZb-s027-02', '1991-11-06-DruzPolZb-s027-04', '1991-11-20-DruzPolZb-s028-01', '1991-11-21-DruzPolZb-s027-05', '1991-11-21-DruzPolZb-s028-02', '1991-12-10-DruzPolZb-s025-13', '1991-12-10-DruzPolZb-s028-03', '1991-12-20-DruzPolZb-s030-04', '1991-12-23-DruzPolZb-s031-01', '1991-12-27-DruzPolZb-s030-05', '1992-02-12-DruzPolZb-s030-09', '1992-02-12-VsiZbor-s030-01', '1992-03-11-DruzPolZb-s034-01', '1992-03-27-VsiZbor-d012-01', '1992-03-30-VsiZbor-d013-01', '1992-04-08-DruzPolZb-s036-01', '1992-04-22-VsiZbor-s033-01', '1992-05-14-VsiZbor-s034-02', '1992-05-27-DruzPolZb-s037-04', '1992-05-27-DruzPolZb-s038-02', '1992-06-10-DruzPolZb-s039-01', '1992-06-11-DruzPolZb-s039-02', '1992-06-17-DruzPolZb-s039-03', '1992-07-02-DruzPolZb-s040-02', '1992-07-16-DruzPolZb-s041-01', '1992-07-22-DruzPolZb-s042-01', '1992-07-29-DruzPolZb-s043-01', '1992-07-30-DruzPolZb-s042-04', '1992-09-09-VsiZbor-d014-02', '1992-09-10-DruzPolZb-s044-02', '1992-09-10-VsiZbor-d014-03', '1992-09-24-DruzPolZb-s046-02', '1992-10-07-VsiZbor-d015-01', '1992-10-08-DruzPolZb-s047-02', '1992-10-28-DruzPolZb-s049-01', '1992-10-29-DruzPolZb-s049-02', '1992-11-11-DruzPolZb-s049-05', '1992-11-11-DruzPolZb-s050-01', '1992-11-18-DruzPolZb-s049-06', '1992-11-26-DruzPolZb-s050-05']"
DR. FRANC ZAGOŽEN:,95,"['1990-05-07-DruzPolZb-s001-01', '1990-05-08-DruzPolZb-s001-02', '1990-05-08-VsiZbor-d001-01', '1990-05-16-VsiZbor-s002-01', '1990-06-13-DruzPolZb-s002-01', '1990-06-14-DruzPolZb-s002-02', '1990-07-02-DruzPolZb-s003-01', '1990-07-18-DruzPolZb-s004-01', '1990-07-19-DruzPolZb-s004-02', '1990-07-30-DruzPolZb-s004-03', '1990-07-31-DruzPolZb-s004-04', '1990-09-27-DruzPolZb-s005-01', '1990-09-28-VsiZbor-s007-01', '1990-10-04-DruzPolZb-s005-02', '1990-10-04-VsiZbor-d002-02', '1990-10-12-DruzPolZb-s006-01', '1990-10-25-DruzPolZb-s007-01', '1990-10-30-DruzPolZb-s007-02', '1990-11-08-DruzPolZb-s007-03', '1990-11-08-VsiZbor-d003-01', '1990-11-20-DruzPolZb-s008-01', '1990-11-20-VsiZbor-d003-02', '1990-11-20-VsiZbor-z006-01', '1990-11-21-VsiZbor-s010-01', '1990-11-27-DruzPolZb-s008-03', '1990-12-05-DruzPolZb-s009-01', '1990-12-11-DruzPolZb-s009-03', '1990-12-19-DruzPolZb-s010-01', '1990-12-20-DruzPolZb-s010-02', '1991-01-23-DruzPolZb-s011-01', '1991-01-29-DruzPolZb-s011-03', '1991-01-30-VsiZbor-z008-02', '1991-02-20-VsiZbor-s015-01', '1991-03-07-DruzPolZb-s013-03', '1991-03-14-DruzPolZb-s014-01', '1991-03-19-DruzPolZb-s015-01', '1991-03-20-DruzPolZb-s015-02', '1991-03-29-DruzPolZb-s016-03', '1991-04-18-DruzPolZb-s017-02', '1991-05-14-DruzPolZb-s018-03', '1991-05-15-DruzPolZb-s019-02', '1991-05-21-DruzPolZb-s019-03', '1991-05-22-DruzPolZb-s017-04', '1991-05-22-DruzPolZb-s018-04', '1991-05-22-DruzPolZb-s019-04', '1991-06-05-DruzPolZb-s019-07', '1991-06-12-DruzPolZb-s020-01', '1991-06-19-DruzPolZb-s021-01', '1991-06-19-VsiZbor-d008-01', '1991-06-25-DruzPolZb-s021-03', '1991-07-30-VsiZbor-s022-02', '1991-07-31-DruzPolZb-s023-01', '1991-08-28-DruzPolZb-s024-01', '1991-08-28-VsiZbor-s025-01', '1991-09-10-DruzPolZb-s020-03', '1991-09-10-DruzPolZb-s024-02', '1991-09-11-DruzPolZb-s020-04', '1991-09-11-DruzPolZb-s025-01', '1991-09-12-DruzPolZb-s025-02', '1991-09-18-DruzPolZb-s025-03', '1991-09-19-DruzPolZb-s025-04', '1991-09-25-DruzPolZb-s025-05', '1991-09-26-DruzPolZb-s025-06', '1991-10-02-VsiZbor-s026-01', '1991-10-03-DruzPolZb-s025-08', '1991-10-07-DruzPolZb-s026-01', '1991-10-09-DruzPolZb-s025-09', '1991-10-24-DruzPolZb-s027-02', '1991-11-21-DruzPolZb-s025-12', '1991-11-21-DruzPolZb-s028-02', '1991-12-10-DruzPolZb-s025-13', '1991-12-10-DruzPolZb-s028-03', '1991-12-11-DruzPolZb-s029-02', '1991-12-27-VsiZbor-d011-01', '1992-01-15-VsiZbor-d010-03', '1992-01-22-DruzPolZb-s030-08', '1992-02-19-VsiZbor-s031-01', '1992-03-05-DruzPolZb-s033-02', '1992-03-12-DruzPolZb-s034-02', '1992-03-25-DruzPolZb-s034-04', '1992-03-27-DruzPolZb-s034-05', '1992-03-30-DruzPolZb-s034-06', '1992-04-22-VsiZbor-s033-01', '1992-05-12-DruzPolZb-s036-04', '1992-06-10-DruzPolZb-s039-01', '1992-06-11-DruzPolZb-s039-02', '1992-06-17-DruzPolZb-s039-03', '1992-07-01-DruzPolZb-s040-01', '1992-07-02-DruzPolZb-s040-02', '1992-07-16-DruzPolZb-s041-01', '1992-07-29-DruzPolZb-s043-01', '1992-10-14-DruzPolZb-s047-03', '1992-10-21-DruzPolZb-s047-04', '1992-11-11-DruzPolZb-s049-05', '1992-11-12-DruzPolZb-s050-02']"
DR. STANKO BUSER:,131,"['1990-05-07-DruzPolZb-s001-01', '1990-05-08-DruzPolZb-s001-02', '1990-06-13-DruzPolZb-s002-01', '1990-06-14-DruzPolZb-s002-02', '1990-07-02-VsiZbor-s004-01', '1990-07-18-DruzPolZb-s004-01', '1990-07-19-DruzPolZb-s004-02', '1990-07-19-VsiZbor-s005-01', '1990-07-30-DruzPolZb-s004-03', '1990-07-30-ZbObc-s004-03', '1990-07-31-DruzPolZb-s004-04', '1990-09-27-DruzPolZb-s005-01', '1990-09-28-VsiZbor-s007-01', '1990-10-12-DruzPolZb-s006-01', '1990-10-30-DruzPolZb-s007-02', '1990-11-08-DruzPolZb-s007-03', '1990-11-20-DruzPolZb-s008-01', '1990-11-21-DruzPolZb-s008-02', '1990-11-21-VsiZbor-s010-01', '1990-11-27-DruzPolZb-s008-03', '1990-12-05-DruzPolZb-s009-01', '1990-12-06-DruzPolZb-s009-02', '1990-12-06-VsiZbor-s011-01', '1990-12-11-DruzPolZb-s009-03', '1990-12-26-DruzPolZb-s010-03', '1990-12-27-DruzPolZb-s010-04', '1991-01-11-VsiZbor-s013-01', '1991-01-22-DruzPolZb-s010-05', '1991-01-30-DruzPolZb-s011-04', '1991-01-30-VsiZbor-z008-02', '1991-02-20-DruzPolZb-s012-01', '1991-03-06-DruzPolZb-s013-02', '1991-03-06-VsiZbor-d004-01', '1991-03-06-VsiZbor-s016-01', '1991-03-07-DruzPolZb-s013-03', '1991-03-14-DruzPolZb-s014-01', '1991-03-20-DruzPolZb-s015-02', '1991-03-27-DruzPolZb-s016-01', '1991-03-28-DruzPolZb-s016-02', '1991-03-29-DruzPolZb-s016-03', '1991-03-29-VsiZbor-d005-01', '1991-05-09-DruzPolZb-s019-01', '1991-05-14-DruzPolZb-s018-03', '1991-05-15-DruzPolZb-s019-02', '1991-05-21-DruzPolZb-s019-03', '1991-05-22-DruzPolZb-s017-04', '1991-05-22-DruzPolZb-s018-04', '1991-05-22-DruzPolZb-s019-04', '1991-05-30-DruzPolZb-s019-05', '1991-05-30-VsiZbor-s019-01', '1991-06-03-DruzPolZb-s019-06', '1991-06-05-DruzPolZb-s019-07', '1991-06-12-DruzPolZb-s020-01', '1991-07-10-VsiZbor-s023-01', '1991-07-17-DruzPolZb-s022-01', '1991-07-18-DruzPolZb-s021-04', '1991-07-31-DruzPolZb-s023-01', '1991-08-01-DruzPolZb-s023-02', '1991-08-28-DruzPolZb-s024-01', '1991-08-28-VsiZbor-s025-01', '1991-09-10-DruzPolZb-s020-03', '1991-09-10-DruzPolZb-s024-02', '1991-09-11-DruzPolZb-s025-01', '1991-09-12-DruzPolZb-s025-02', '1991-09-19-DruzPolZb-s025-04', '1991-10-10-DruzPolZb-s025-10', '1991-10-23-DruzPolZb-s027-01', '1991-10-24-DruzPolZb-s027-02', '1991-11-06-DruzPolZb-s027-04', '1991-11-20-DruzPolZb-s028-01', '1991-11-20-VsiZbor-s027-01', '1991-12-10-DruzPolZb-s028-03', '1991-12-11-DruzPolZb-s029-02', '1991-12-17-DruzPolZb-s030-01', '1991-12-18-DruzPolZb-s030-02', '1991-12-18-VsiZbor-d010-01', '1991-12-20-DruzPolZb-s030-04', '1991-12-27-DruzPolZb-s030-05', '1992-01-14-DruzPolZb-s030-06', '1992-01-15-DruzPolZb-s032-01', '1992-01-16-DruzPolZb-s030-07', '1992-01-16-DruzPolZb-s032-02', '1992-01-22-DruzPolZb-s030-08', '1992-02-12-DruzPolZb-s030-09', '1992-02-19-VsiZbor-s031-01', '1992-03-04-DruzPolZb-s033-01', '1992-03-05-DruzPolZb-s033-02', '1992-03-11-DruzPolZb-s034-01', '1992-03-12-DruzPolZb-s034-02', '1992-03-25-DruzPolZb-s034-04', '1992-03-25-DruzPolZb-s035-02', '1992-03-27-DruzPolZb-s034-05', '1992-03-27-DruzPolZb-s035-03', '1992-03-27-VsiZbor-d012-01', '1992-03-30-DruzPolZb-s034-06', '1992-04-08-DruzPolZb-s036-01', '1992-04-08-VsiZbor-s032-01', '1992-04-09-DruzPolZb-s036-02', '1992-04-22-DruzPolZb-s037-01', '1992-04-22-VsiZbor-s033-01', '1992-05-13-DruzPolZb-s038-01', '1992-05-13-VsiZbor-s034-01', '1992-05-14-VsiZbor-s034-02', '1992-05-27-DruzPolZb-s038-02', '1992-06-03-DruzPolZb-s037-05', '1992-06-10-VsiZbor-s035-01', '1992-06-11-DruzPolZb-s039-02', '1992-07-16-DruzPolZb-s039-04', '1992-07-16-DruzPolZb-s041-01', '1992-07-17-DruzPolZb-s038-06', '1992-07-17-DruzPolZb-s040-04', '1992-07-22-DruzPolZb-s042-01', '1992-07-23-DruzPolZb-s042-02', '1992-07-29-DruzPolZb-s043-01', '1992-09-09-VsiZbor-d014-02', '1992-09-10-VsiZbor-d014-03', '1992-09-16-DruzPolZb-s044-03', '1992-09-24-DruzPolZb-s046-02', '1992-09-29-DruzPolZb-s043-04', '1992-09-29-DruzPolZb-s044-06', '1992-09-29-DruzPolZb-s046-03', '1992-10-07-DruzPolZb-s047-01', '1992-10-08-DruzPolZb-s047-02', '1992-10-14-DruzPolZb-s047-03', '1992-10-29-DruzPolZb-s049-02', '1992-11-04-DruzPolZb-s049-03', '1992-11-11-DruzPolZb-s049-05', '1992-11-11-DruzPolZb-s050-01', '1992-11-18-DruzPolZb-s049-06', '1992-11-25-DruzPolZb-s050-04', '1992-11-26-DruzPolZb-s050-05']"
