8,"Poslanci Družbenopolitiènega zbora ostanite v dvorani, nadaljujemo delo."
11,Nadaljujemo 15. skupno delovno sejo vseh treh zborov Skupšèine Republike Slovenije.
2,Zbor obèin
3,poslanci Zbora obèin
4,in Zbora združenega dela
7,"Prosim poslance Družbenopolitiènega zbora, da se prijavijo"
23,"Glede na to, da zaèenjamo s 40-minutno zamudo, predlagam samo še 5 minutno podaljšanje in prosim vodje poslanskih klubov, da zagotovijo potrebno navzoènost."
24,"Ugotavljamo, da za skupno delovno sejo nismo sklepèni, zato najavljam, da bomo - po dogovoru predsednikov zborov - razglasili, kdaj bo nadaljevanje 15. skupne delovne seje."
