13,Po sklicu nadaljujemo nedokonèane seje Družbenopolitiènega zbora in to 17. in 18. sejo.
42,"S 17. seje nam je ostala nedokonèana interpelacija, z 18. seje pa zakon o zunanjih zadevah ter stališèa Skupšèine Republike Slovenije do nekaterih aktov iz pristojnosti Skupšèine SFRJ in problematika zakljuènih izpitov, ki bi jo obravnavali po obravnavi v pristojnih skupšèinskih telesih."
6,O nadaljevanju sej bomo obvestili naknadno.
4,Pritisnite na sivi gumb?
2,Ugotavljam nesklepènost.
1,Hvala.
22,"Obvešèeni ste, da so jutri dopoldan delovna telesa, Zakonodajno-pravna komisija in druga delovna telesa, ob 12. uri je redni sklic naslednje seje."
