gap,Govorijo med seboj.
gap,Nekdo iz klopi - ne razume se.
gap,Nekdo potiho govori. Govorijo tudi v dvorani.
gap,...
gap,dialog
gap,pripombe iz klopi
gap,Pripomba iz klopi.
gap,Nekdo nekaj vpraša.
gap,"Dialog, gospa Marija nekaj pojasnjuje s klopi."
gap,"vmes izgovorjena ena beseda, ki je nerazumljiva."
gap,Iz klopi nekdo nekaj sprašuje.
gap,iz klopi zopet nekaj govorijo
gap,Ni vključen - se ne sliši.
gap,Nekdo iz dvorane - se ne sliši.
gap,Iz dvorane - se ne sliši
gap,Govorjenje v dvorani - se ne razloči
gap,...
gap,Iz dvorane - se ne sliši
gap,Se preštevajo.
gap,Nemir v dvorani in govorjenje.
gap,"iz klopi nekdo govori, se ne sliši ..."
gap,"govori iz klopi, ni razumljivo."
gap,ni vključena
gap,Odgovarjanje iz klopi - se ne razume.
gap,"Iz dvorane, da so že dobili na klop v zvezi z narodno manjšino."
gap,Iz dvorane - ne sliši se.
gap,Ugotavljanje v dvorani.
gap,Iz dvorane.
gap,ne sliši se.
gap,dialog.
gap,Govorjenje iz klopi - ne razume se.
gap,Iz dvorane - ne sliši se.
gap,Iz dvorane - ne sliši se.
gap,Iz dvorane - ne sliši se.
gap,Iz dvorane.
gap,Pripomba iz klopi.
gap,Pripomba iz klopi.
gap,Nekdo nekaj sprašuje iz klopi.
gap,Nekdo iz klopi - ne sliši se.
gap,Nekdo ima pripombo iz klopi.
gap,Besedilo na traku zgine.
gap,"Glas iz klopi, se ne razume."
gap,Govorjenje iz klopi - se ne razume.
gap,Glasovi iz klopi - se ne razume.
gap,Odgovor iz klopi.
gap,Nekdo govori iz klopi - se ne razume.
gap,Posvet v delovnem predsedstvu.
gap,Govor iz klopi.
gap,Govorjenje iz klopi - se ne razume.
gap,Ugovor iz dvorane - ne sliši se.
gap,Glas iz dvorane.
gap,Iz dvorane - ne sliši se.
gap,Nekdo iz dvorane - se ne sliši.
gap,......
gap,Nekdo nekaj govori iz klopi.
gap,Govori iz klopi in se ne sliši.
gap,Razprava iz dvorane.
gap,Predlog iz klopi.
gap,Pripomba iz klopi.
gap,Odgovor iz dvorane - se ne sliši.
gap,Iz klopi nekdo nekaj govori.
gap,Nevključen glas iz klopi.
gap,"Ugovor iz dvorane, nerazločno."
gap,"se ne sliši, ker govori iz klopi!"
gap,Gros govori iz Klopi
gap,pojasnilo iz dvorane - ne sliši se.
gap,Glasovi iz dvorane.
gap,Pripomba iz klopi.
gap,Pripomba iz klopi.
gap,Dialog.
gap,Nekdo ima pripombo iz klopi.
gap,Pripomba iz klopi.
gap,Pripomba.
gap,Dialog.
gap,Pripomba iz klopi.
gap,Govorjenje v dvorani.
gap,Govorjenje v dvorani.
gap,..
gap,"Pripomba iz klopi, ki se ne sliši."
gap,Še ena pripomba.
gap,govor iz dvorane.
gap,........
gap,"sledi opozorilo iz dvorane, ki ni razumljivo"
gap,.......iz klopi
gap,.......iz klopi
gap,"Glas iz klopi, ne razume se"
gap,Nekdo se oglasi iz dvorane.
gap,Vprašanje iz dvorane.
gap,Predlogi iz dvorane.
gap,"Govorjenje, ugotavljanje v dvorani."
